intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime
0,0,0,0,6.7,6.7
0,0,0,0,1,1
0,0,0,0,18.1,18.1
0,0,0,0,9.4,9.4
0,0,0,0,0.8,0.8
0,0,0,0,6.1,6.1
0,0,0,0,1.7,1.7
0,0,0,0,1.3,1.3
0,0,0,0,30.2,30.2
0,0,0,0,15.3,15.3
0,0,0,0,3.2,3.2
0,0,0,0,11.5,11.5
0,0,0,0,1.4,1.4
0,0,0,0,1.2,1.2
0,0,0,0,43.9,43.9
0,0,0,0,2.5,2.5
0,0,0,0,70.1,70.1
0,0,0,0,7.3,7.3
0,0,0,0,4.1,4.1
0,0,0,0,9.1,9.1
0,0,0,0,54.9,54.9
0,0,0,0,4.3,4.3
0,0,0,0,11.9,11.9
0,0,0,0,26.3,26.3
0,0,0,0,2.4,2.4
0,0,0,0,4.7,4.7
0,0,0,0,20.7,20.7
0,0,0,0,48,48
0,0,0,0,45.8,45.9
0,0,0,0,6.9,6.9
0,0,0,0,13.6,13.6
0,0,0,0,0.5,0.5
0,0,0,0,28.5,28.5
0,0,0,0,2.7,2.8
0,0,0,0,0.2,0.2
0,0,0,0,10,10
0,0,0,0,13.2,13.2
0,0,0,0,25.3,25.3
0,0,0,0,14.3,14.3
0,0,0,0,2.9,2.9
0,0,0,0,11.1,11.1
0,0,0,0,,
0,0,0,0,1.3,1.3
0,0,0,0,0.1,0.1
0,0,0,0,6.4,6.4
0,0,0,0,14.8,14.8
0,0,0,0,3.2,3.2
0,0,0,0,27.2,27.2
0,0,0,0,0.1,0.1
0,0,0,0,2.4,2.4
0,0,0,0,16.7,16.7
0,0,0,0,32.5,32.5
0,0,0,0,7.9,7.9
0,0,0,0,8.4,8.4
0,0,0,0,2,2
0,0,0,0,0.6,0.6
0,0,0,0,0.4,0.4
0,0,0,0,5.2,5.2
0,0,0,0,3.3,3.3
0,0,0,0,10.8,10.8
0,0,0,0,4.6,4.6
0,0,0,0,16.6,16.6
0,0,0,0,30.6,30.6
0,0,0,0,3.9,3.9
0,0,0,0,2.9,2.9
0,0,0,0,0.2,0.2
0,0,0,0,28.2,28.2
0,0,0,0,2.9,2.9
0,0,0,0,0.4,0.4
0,0,0,0,0.3,0.3
0,0,0,0,142.2,142.2
0,0,0,0,2,2
0,0,0,0,6.2,6.2
0,0,0,0,31.8,31.9
0,0,0,0,5.5,5.5
0,0,0,0,0.1,0.2
0,0,0,0,3.1,3.2
0,0,0,0,9.5,9.5
0,0,0,0,9.1,9.2
0,0,0,0,64.4,64.4
0,0,0,0,10,10
0,0,0,0,0.3,0.3
0,0,0,0,6.5,6.5
0,0,0,0,34.8,34.8
0,0,0,0,140.5,140.5
0,0,0,0,8.3,8.3
0,0,0,0,6.6,6.6
0,0,0,0,38.4,38.4
0,0,0,0,0.3,0.3
0,0,0,0,102.1,102.1
0,0,0,0,5.4,5.4
0,0,0,0,2.6,2.6
0,0,0,0,7.1,7.1
0,0,0,0,5.1,5.1
0,0,0,0,333.3,333.3
0,0,0,0,19.5,19.5
0,0,0,0,6,6
0,0,0,0,7.6,7.6
0,0,0,0,34.1,34.1
0,0,0,0,463.5,463.5
0,0,0,0,8.3,8.3
0,0,0,0,4.8,4.8
0,0,0,0,4.6,4.6
0,0,0,0,4.3,4.4
0,0,0,0,11,11
0,0,0,0,0.2,0.2
0,0,0,0,15.8,15.8
0,0,0,0,8.1,8.1
0,0,0,0,137,137
0,0,0,0,4.5,4.5
0,0,0,0,33.8,33.8
0,0,0,0,1.3,1.3
0,0,0,0,10,10
0,0,0,0,6,6
0,0,0,0,17.4,17.4
0,0,0,0,7.8,7.8
0,0,0,0,32.5,32.5
0,0,0,0,16.8,16.8
0,0,0,0,0.1,0.1
0,0,0,0,5.8,5.8
0,0,0,0,268.3,268.3
0,0,0,0,4.8,4.8
0,0,0,0,83.1,83.1
0,0,0,0,5.5,5.6
0,0,0,0,0.3,0.3
0,0,0,0,41.4,41.4
0,0,0,0,16.9,16.9
0,0,0,0,0.3,0.3
0,0,0,0,3,3.1
0,0,0,0,198.7,198.7
0,0,0,0,8.5,8.5
0,0,0,0,2.7,2.7
0,0,0,0,94,94
0,0,0,0,2.8,2.8
0,0,0,0,0.7,0.7
0,0,0,0,0.1,0.1
0,0,0,0,1.1,1.1
0,0,0,0,0.9,1
0,0,0,0,0.6,0.6
0,0,0,0,0.1,0.1
0,0,0,0,0.6,0.6
0,0,0,0,12.8,12.8
0,0,0,0,7,7
0,0,0,0,11.4,11.4
0,0,0,0,4.4,4.4
0,0,0,0,31.2,31.2
0,0,0,0,4.5,4.5
0,0,0,0,5.1,5.2
0,0,0,0,6,6
0,0,0,0,40.7,40.7
0,0,0,0,3.9,3.9
0,0,0,0,3.5,3.6
0,0,0,0,7.1,7.1
0,0,0,0,17.5,17.5
0,0,0,0,0.1,0.1
0,0,0,0,30,30
0,0,0,0,2.6,2.6
0,0,0,0,0.9,0.9
0,0,0,0,0.9,0.9
0,0,0,0,4,4
0,0,0,0,16,16
0,0,0,0,0.4,0.4
0,0,0,0,54.8,54.8
0,0,0,0,4.4,4.4
0,0,0,0,10.5,10.5
0,0,0,0,0.6,0.6
0,0,0,0,8.6,8.6
0,0,0,0,12.3,12.4
0,0,0,0,0.4,0.4
0,0,0,0,27.7,27.7
0,0,0,0,0.5,0.5
0,0,0,0,19.6,19.6
0,0,0,0,0.2,0.2
0,0,0,0,4.5,4.6
0,0,0,0,0.3,0.4
0,0,0,0,6.6,6.6
0,0,0,0,0.3,0.3
0,0,0,0,10.3,10.3
0,0,0,0,0.1,0.2
0,0,0,0,1.7,1.7
0,0,0,0,2.3,2.3
0,0,0,0,0.3,0.3
0,0,0,0,1.3,1.3
0,0,0,0,3.3,3.4
0,0,0,0,109.6,109.6
0,0,0,0,0.4,0.4
0,0,0,0,9.5,9.5
0,0,0,0,11.5,11.5
0,0,0,0,34.2,34.2
0,0,0,0,7.2,7.2
0,0,0,0,20.3,20.3
0,0,0,0,0.3,0.3
0,0,0,0,9.6,9.6
0,0,0,0,19.4,19.4
0,0,0,0,7.7,7.7
0,0,0,0,11.7,11.7
0,0,0,0,8.1,8.1
0,0,0,0,4.9,5
0,0,0,0,231.3,231.3
0,0,0,0,15.1,15.1
0,0,0,0,1.5,1.5
0,0,0,0,0.1,0.1
0,0,0,0,225.3,225.4
0,0,0,0,5.3,5.3
0,0,0,0,109.3,109.3
0,0,0,0,30.8,30.8
0,0,0,0,11.4,11.4
0,0,0,0,52.1,52.1
0,0,0,0,1.7,1.8
0,0,0,0,0.3,0.4
0,0,0,0,0.3,0.3
0,0,0,0,349.1,349.1
0,0,0,0,20.2,20.2
0,0,0,0,37.8,37.8
0,0,0,0,0.2,0.2
0,0,0,0,0.6,0.6
0,0,0,0,0.4,0.4
0,0,0,0,11.4,11.4
0,0,0,0,46.2,46.2
0,0,0,0,1.4,1.4
0,0,0,0,11.7,11.7
0,0,0,0,30.6,30.6
0,0,0,0,14.3,14.3
0,0,0,0,4.8,4.8
0,0,0,0,13,13
0,0,0,0,1.7,1.7
0,0,0,0,43.8,43.8
0,0,0,0,23,23
0,0,0,0,33.7,33.7
0,0,0,0,28.8,28.8
0,0,0,0,17.5,17.5
0,0,0,0,31.5,31.5
0,0,0,0,7.7,7.8
0,0,0,0,26.7,26.7
0,0,0,0,10,10
0,0,0,0,17.4,17.4
0,0,0,0,28.2,28.3
0,0,0,0,4.5,4.5
0,0,0,0,10.6,10.6
0,0,0,0,51.3,51.3
0,0,0,0,9.1,9.1
0,0,0,0,5.8,5.9
0,0,0,0,197.2,197.2
0,0,0,0,282.4,282.4
0,0,0,0,2.9,2.9
0,0,0,0,3.3,3.3
0,0,0,0,20.5,20.5
0,0,0,0,1.2,1.2
0,0,0,0,2.8,2.8
0,0,0,0,0.2,0.2
0,0,0,0,0.1,0.1
0,0,0,0,0.7,0.7
0,0,0,0,6.4,6.5
0,0,0,0,30.2,30.2
0,0,0,0,0.1,0.1
0,0,0,0,0.7,0.7
0,0,0,0,2.2,2.3
0,0,0,0,2,2.1
0,0,0,0,3,3
0,0,0,0,4.1,4.1
0,0,0,0,30.1,30.1
0,0,0,0,2.1,2.1
0,0,0,0,0.6,0.6
0,0,0,0,16.3,16.3
0,0,0,0,20.4,20.5
0,0,0,0,111.2,111.3
0,0,0,0,119.6,119.6
0,0,0,0,8,8
0,0,0,0,4.1,4.1
0,0,0,0,0.1,0.1
0,0,0,0,2.4,2.4
0,0,0,0,3.2,3.2
0,0,0,0,10.9,10.9
0,0,0,0,30.8,30.8
0,0,0,0,0.7,0.7
0,0,0,0,14,14
0,0,0,0,29.9,29.9
0,0,0,0,5.3,5.3
0,0,0,0,5,5
0,0,0,0,3.1,3.1
0,0,0,0,4.3,4.3
0,0,0,0,17.1,17.1
0,0,0,0,11.7,11.7
0,0,0,0,7.9,7.9
0,0,0,0,25.7,25.7
0,0,0,0,7.5,7.5
0,0,0,0,7.8,7.8
0,0,0,0,1.3,1.3
0,0,0,0,4,4
0,0,0,0,27.8,27.8
0,0,0,0,3.8,3.8
0,0,0,0,6,6
0,0,0,0,1.7,1.7
0,0,0,0,19.4,19.4
0,0,0,0,2.6,2.6
0,0,0,0,21.9,21.9
0,0,0,0,20,20
0,0,0,0,7.2,7.2
0,0,0,0,2,2
0,0,0,0,21.7,21.7
0,0,0,0,0.8,0.9
0,0,0,0,0.3,0.3
0,0,0,0,34.4,34.4
0,0,0,0,7.3,7.3
0,0,0,0,60.4,60.4
0,0,0,0,10.7,10.7
0,0,0,0,5.8,5.8
0,0,0,0,4.2,4.2
0,0,0,0,90.3,90.3
0,0,0,0,61.7,61.8
0,0,0,0,5.5,5.5
0,0,0,0,21.4,21.4
0,0,0,0,38.2,38.2
0,0,0,0,4,4
0,0,0,0,5.9,5.9
0,0,0,0,10.8,10.8
0,0,0,0,2.2,2.2
0,0,0,0,5.8,5.8
0,0,0,0,7.7,7.8
0,0,0,0,9.6,9.7
0,0,0,0,88.1,88.1
0,0,0,0,0.3,0.3
0,0,0,0,51.9,51.9
0,0,0,0,0.3,0.4
0,0,0,0,63.7,63.7
0,0,0,0,39.5,39.5
0,0,0,0,0.2,0.2
0,0,0,0,32.2,32.2
0,0,0,0,17.7,17.8
0,0,0,0,0.3,0.3
0,0,0,0,0.7,0.8
0,0,0,0,9.6,9.6
0,0,0,0,37.5,37.5
0,0,0,0,3,3
0,0,0,0,2.9,2.9
0,0,0,0,2.1,2.1
0,0,0,0,30.9,30.9
0,0,0,0,28.5,28.5
0,0,0,0,5.1,5.1
0,0,0,0,1.8,1.9
0,0,0,0,0.5,0.6
0,0,0,0,77.9,77.9
0,0,0,0,16.3,16.3
0,0,0,0,13.3,13.3
0,0,0,0,12.2,12.2
0,0,0,0,25.6,25.7
0,0,0,0,0.3,0.3
0,0,0,0,9.8,9.8
0,0,0,0,3.8,3.8
0,0,0,0,9.3,9.3
0,0,0,0,0.9,0.9
0,0,0,0,137,137
0,0,0,0,5.4,5.4
0,0,0,0,30.9,30.9
0,0,0,0,15.5,15.5
0,0,0,0,254,254
0,0,0,0,13.7,13.7
0,0,0,0,31.3,31.3
0,0,0,0,6.4,6.5
0,0,0,0,11.9,11.9
0,0,0,0,4.7,4.7
0,0,0,0,3.3,3.3
0,0,0,0,17.1,17.1
0,0,0,0,5,5.1
0,0,0,0,15,15
0,0,0,0,12.4,12.4
0,0,0,0,9,9
0,0,0,0,9.4,9.4
0,0,0,0,0.9,0.9
0,0,0,0,78.7,78.7
0,0,0,0,3.9,3.9
0,0,0,0,2.9,3
0,0,0,0,0.2,0.2
0,0,0,0,22.8,22.8
0,0,0,0,9.5,9.5
0,0,0,0,164.7,164.7
0,0,0,0,14.6,14.6
0,0,0,0,23.1,23.2
0,0,0,0,0.8,0.8
0,0,0,0,3.2,3.2
0,0,0,0,14.7,14.8
0,0,0,0,14.6,14.6
0,0,0,0,7.2,7.3
0,0,0,0,7.1,7.1
0,0,0,0,10.6,10.6
0,0,0,0,5.5,5.5
0,0,0,0,6.5,6.5
0,0,0,0,41,41
0,0,0,0,7.9,7.9
0,0,0,0,10.5,10.5
0,0,0,0,12.8,12.8
0,0,0,0,5.3,5.3
0,0,0,0,8.7,8.7
0,0,0,0,1.1,1.1
0,0,0,0,8.4,8.4
0,0,0,0,3.9,3.9
0,0,0,0,3.7,3.7
0,0,0,0,5.6,5.6
0,0,0,0,10.6,10.6
0,0,0,0,3.6,3.6
0,0,0,0,4.6,4.7
0,0,0,0,4,4
0,0,0,0,29.2,29.2
0,0,0,0,7.7,7.7
0,0,0,0,1.8,1.8
0,0,0,0,1.2,1.2
0,0,0,0,1.5,1.5
0,0,0,0,51.8,51.8
0,0,0,0,33.1,33.1
0,0,0,0,27.5,27.5
0,0,0,0,9.1,9.1
0,0,0,0,62.9,62.9
0,0,0,0,23.9,23.9
0,0,0,0,8.6,8.6
0,0,0,0,2.4,2.4
0,0,0,0,4.7,4.7
0,0,0,0,4.7,4.7
0,0,0,0,0.3,0.3
0,0,0,0,10.3,10.3
0,0,0,0,0.1,0.1
0,0,0,0,1.3,1.3
0,0,0,0,1,1
0,0,0,0,17.1,17.1
0,0,0,0,32.2,32.2
0,0,0,0,25,25
0,0,0,0,89.5,89.5
0,0,0,0,6.2,6.2
0,0,0,0,14.6,14.7
0,0,0,0,0.1,0.2
0,0,0,0,58.2,58.2
0,0,0,0,20.1,20.2
0,0,0,0,2.2,2.2
0,0,0,0,8.5,8.5
0,0,0,0,8.3,8.3
0,0,0,0,12.6,12.6
0,0,0,0,9.8,9.8
0,0,0,0,0.8,0.8
0,0,0,0,6.1,6.2
0,0,0,0,32,32
0,0,0,0,30.5,30.6
0,0,0,0,12.9,13
0,0,0,0,9.8,9.8
0,0,0,0,8.8,8.8
0,0,0,0,0.7,0.7
0,0,0,0,5,5
0,0,0,0,5.2,5.2
0,0,0,0,48.2,48.2
0,0,0,0,1.6,1.6
0,0,0,0,3.1,3.1
0,0,0,0,28.7,28.7
0,0,0,0,7,7.1
0,0,0,0,5.9,5.9
0,0,0,0,17.8,17.8
0,0,0,0,10.3,10.3
0,0,0,0,10.6,10.6
0,0,0,0,7,7
0,0,0,0,10.1,10.1
0,0,0,0,74.5,74.6
0,0,0,0,49.8,49.8
0,0,0,0,8.6,8.6
0,0,0,0,19.1,19.1
0,0,0,0,30.3,30.3
0,0,0,0,9.5,9.5
0,0,0,0,5.2,5.2
0,0,0,0,2.8,2.8
0,0,0,0,24.5,24.5
0,0,0,0,7.1,7.2
0,0,0,0,4.2,4.2
0,0,0,0,37.1,37.1
0,0,0,0,21.1,21.1
0,0,0,0,2.5,2.5
0,0,0,0,49.3,49.3
0,0,0,0,3.3,3.3
0,0,0,0,30.4,30.4
0,0,0,0,7.6,7.6
0,0,0,0,30.3,30.3
0,0,0,0,0.5,0.5
0,0,0,0,4.3,4.3
0,0,0,0,0.3,0.3
0,0,0,0,36.6,36.6
0,0,0,0,10.1,10.1
0,0,0,0,3.4,3.5
0,0,0,0,3.5,3.5
0,0,0,0,46.4,46.4
0,0,0,0,32.8,32.8
0,0,0,0,69.9,69.9
0,0,0,0,0.4,0.4
0,0,0,0,2.4,2.5
0,0,0,0,19.4,19.4
0,0,0,0,1.8,1.8
0,0,0,0,4.9,5
0,0,0,0,12.9,12.9
0,0,0,0,1.8,1.8
0,0,0,0,8.5,8.6
0,0,0,0,0.1,0.2
0,0,0,0,1,1.1
0,0,0,0,30.5,30.6
0,0,0,0,19.4,19.4
0,0,0,0,0.2,0.2
0,0,0,0,63.1,63.1
0,0,0,0,6.6,6.6
0,0,0,0,22.2,22.2
0,0,0,0,13.8,13.8
0,0,0,0,53.9,53.9
0,0,0,0,31.8,31.8
0,0,0,0,88.4,88.4
0,0,0,0,0.1,0.1
0,0,0,0,27.9,27.9
0,0,0,0,3.1,3.1
0,0,0,0,18.6,18.6
0,0,0,0,30.2,30.2
0,0,0,0,4.9,4.9
0,0,0,0,0.2,0.3
0,0,0,0,0.3,0.3
0,0,0,0,0.2,0.3
0,0,0,0,0.3,0.3
0,0,0,0,0.3,0.3
0,0,0,0,8.3,8.3
0,0,0,0,0.3,0.3
0,0,0,0,0.3,0.3
0,0,0,0,23.6,23.6
0,0,0,0,69.4,69.4
0,0,0,0,0.1,0.1
0,0,0,0,41.1,41.2
0,0,0,0,19.4,19.4
0,0,0,0,93.9,93.9
0,0,0,0,25.3,25.3
0,0,0,0,99.5,99.5
0,0,0,0,6.4,6.4
0,0,0,0,3.4,3.5
0,0,0,0,0.5,0.6
0,0,0,0,25.3,25.3
0,0,0,0,0.3,0.3
0,0,0,0,67.6,67.6
0,0,0,0,0.2,0.3
0,0,0,0,2.2,2.2
0,0,0,0,15.5,15.5
0,0,0,0,9.3,9.3
0,0,0,0,0.2,0.3
0,0,0,0,33.4,33.4
0,0,0,0,10.1,10.1
0,0,0,0,8.1,8.1
0,0,0,0,0.2,0.2
0,0,0,0,16.1,16.1
0,0,0,0,9.5,9.5
0,0,0,0,0.6,0.6
0,0,0,0,4.8,4.8
0,0,0,0,56.6,56.6
0,0,0,0,7.4,7.4
0,0,0,0,0.1,0.1
0,0,0,0,0.6,0.6
0,0,0,0,2.1,2.1
0,0,0,0,15.1,15.1
0,0,0,0,14.7,14.7
0,0,0,0,2.9,2.9
0,0,0,0,5.8,5.8
0,0,0,0,94.8,94.8
0,0,0,0,34.2,34.2
0,0,0,0,12.4,12.4
0,0,0,0,4.2,4.3
0,0,0,0,1,1
0,0,0,0,31,31
0,0,0,0,12.5,12.5
0,0,0,0,0.2,0.2
0,0,0,0,19.1,19.1
0,0,0,0,42.6,42.6
0,0,0,0,37.6,37.6
0,0,0,0,36.6,36.6
0,0,0,0,46.8,46.8
0,0,0,0,0.7,0.7
0,0,0,0,74.4,74.4
0,0,0,0,0.2,0.3
0,0,0,0,16.5,16.5
0,0,0,0,60.1,60.1
0,0,0,0,6.4,6.4
0,0,0,0,32.4,32.4
0,0,0,0,91,91.1
0,0,0,0,38.5,38.5
0,0,0,0,70.5,70.5
0,0,0,0,30.7,30.7
0,0,0,0,,
0,0,0,0,,
0,0,0,0,0.7,0.7
0,0,0,0,27,27
0,0,0,0,26.7,26.7
0,0,0,0,29.3,29.3
0,0,0,0,20.6,20.6
0,0,0,0,21.5,21.5
0,0,0,0,1.8,1.8
0,0,0,0,1.2,1.2
0,0,0,0,9.3,9.3
0,0,0,0,4.3,4.3
0,0,0,0,32.5,32.5
0,0,0,0,4.6,4.6
0,0,0,0,37.3,37.3
0,0,0,0,28.9,28.9
0,0,0,0,3.7,3.7
0,0,0,0,35.4,35.4
0,0,0,0,10.5,10.5
0,0,0,0,2.6,2.6
0,0,0,0,0.3,0.3
0,0,0,0,5,5
0,0,0,0,341.5,341.5
0,0,0,0,11.8,11.8
0,0,0,0,24.6,24.6
0,0,0,0,0.5,0.5
0,0,0,0,9.7,9.7
0,0,0,0,26.6,26.6
0,0,0,0,2.6,2.6
0,0,0,0,0.8,0.9
0,0,0,0,22.5,22.5
0,0,0,0,0.1,0.1
0,0,0,0,3.2,3.2
0,0,0,0,6.7,6.7
0,0,0,0,72.9,72.9
0,0,0,0,23.6,23.6
0,0,0,0,15.8,15.8
0,0,0,0,4.9,4.9
0,0,0,0,0.1,0.1
0,0,0,0,7.2,7.2
0,0,0,0,0.1,0.1
0,0,0,0,245.5,245.5
0,0,0,0,0.1,0.1
0,0,0,0,2.5,2.5
0,0,0,0,6.7,6.7
0,0,0,0,3.2,3.2
0,0,0,0,6.8,6.8
0,0,0,0,0.2,0.2
0,0,0,0,0.2,0.2
0,0,0,0,8.7,8.7
0,0,0,0,0.3,0.3
0,0,0,0,1.7,1.7
0,0,0,0,4,4
0,0,0,0,265.8,265.8
0,0,0,0,11.9,11.9
0,0,0,0,212.4,212.4
0,0,0,0,30.2,30.2
0,0,0,0,60.7,60.7
0,0,0,0,28.8,28.8
0,0,0,0,0.1,0.1
0,0,0,0,0.5,0.5
0,0,0,0,9.4,9.4
0,0,0,0,8.9,8.9
0,0,0,0,8.6,8.6
0,0,0,0,6.7,6.7
0,0,0,0,3.3,3.3
0,0,0,0,17.3,17.4
0,0,0,0,10.3,10.4
0,0,0,0,20.2,20.3
0,0,0,0,10.6,10.6
0,0,0,0,2.3,2.4
0,0,0,0,3.5,3.5
0,0,0,0,0.1,0.1
0,0,0,0,0.4,0.4
0,0,0,0,13.1,13.1
0,0,0,0,3.6,3.6
0,0,0,0,14.1,14.1
0,0,0,0,21.8,21.8
0,0,0,0,0.3,0.3
0,0,0,0,2.8,2.8
0,0,0,0,,
0,0,0,0,5.8,5.8
0,0,0,0,5.5,5.5
0,0,0,0,16,16
0,0,0,0,0.7,0.7
0,0,0,0,9.9,10
0,0,0,0,5.6,5.6
0,0,0,0,21.7,21.8
0,0,0,0,3.5,3.5
0,0,0,0,2.2,2.2
0,0,0,0,0.1,0.1
0,0,0,0,3.2,3.2
0,0,0,0,3.8,3.8
0,0,0,0,16.9,17
0,0,0,0,2.6,2.6
0,0,0,0,7.8,7.8
0,0,0,0,175.5,175.5
0,0,0,0,0.3,0.3
0,0,0,0,88.6,88.6
0,0,0,0,3.7,3.7
0,0,0,0,38.4,38.4
0,0,0,0,0.9,0.9
0,0,0,0,3.4,3.4
0,0,0,0,8.9,8.9
0,0,0,0,1.5,1.6
0,0,0,0,11.3,11.3
0,0,0,0,155.5,155.5
0,0,0,0,12.8,12.8
0,0,0,0,2.9,2.9
0,0,0,0,2.4,2.4
0,0,0,0,5.8,5.8
0,0,0,0,15.1,15.1
0,0,0,0,3.2,3.2
0,0,0,0,6.4,6.4
0,0,0,0,0.7,0.7
0,0,0,0,4.6,4.6
0,0,0,0,4.5,4.5
0,0,0,0,2.7,2.8
0,0,0,0,3.7,3.7
0,0,0,0,17.4,17.4
0,0,0,0,,
0,0,0,0,0.3,0.3
0,0,0,0,9.2,9.2
0,0,0,0,10.4,10.4
0,0,0,0,13.9,13.9
0,0,0,0,5.8,5.8
0,0,0,0,10.1,10.1
0,0,0,0,13.9,13.9
0,0,0,0,0.1,0.1
0,0,0,0,31.9,31.9
0,0,0,0,11.2,11.2
0,0,0,0,1.3,1.4
0,0,0,0,17.4,17.4
0,0,0,0,0.1,0.1
0,0,0,0,0.2,0.3
0,0,0,0,4.8,4.8
0,0,0,0,13.5,13.5
0,0,0,0,3.1,3.1
0,0,0,0,0.7,0.7
0,0,0,0,9.3,9.3
0,0,0,0,2.5,2.5
0,0,0,0,5.8,5.8
0,0,0,0,72.6,72.6
0,0,0,0,0.8,0.8
0,0,0,0,121.3,121.3
0,0,0,0,0.2,0.2
0,0,0,0,16.3,16.3
0,0,0,0,,
0,0,0,0,1.8,1.8
0,0,0,0,3.4,3.4
0,0,0,0,4.1,4.1
0,0,0,0,12.2,12.2
0,0,0,0,20.3,20.3
0,0,0,0,0.3,0.3
0,0,0,0,0,0
0,0,0,0,4.1,4.1
0,0,0,0,0.1,0.1
0,0,0,0,3.6,3.6
0,0,0,0,48.5,48.5
0,0,0,0,6.1,6.1
0,0,0,0,8.3,8.4
0,0,0,0,4.1,4.1
0,0,0,0,5,5
0,0,0,0,5.5,5.5
0,0,0,0,4.8,4.8
0,0,0,0,0.5,0.5
0,0,0,0,3.1,3.1
0,0,0,0,20.2,20.2
0,0,0,0,20.2,20.2
0,0,0,0,3.4,3.4
0,0,0,0,3.5,3.5
0,0,0,0,4.2,4.2
0,0,0,0,1.6,1.6
0,0,0,0,57.7,57.7
0,0,0,0,7,7
0,0,0,0,8.2,8.2
0,0,0,0,6.8,6.8
0,0,0,0,5.4,5.4
0,0,0,0,5.3,5.3
0,0,0,0,0.6,0.6
0,0,0,0,3.1,3.1
0,0,0,0,0.4,0.4
0,0,0,0,0.2,0.2
0,0,0,0,4.5,4.5
0,0,0,0,0.5,0.5
0,0,0,0,0.3,0.3
0,0,0,0,0.3,0.4
0,0,0,0,14.5,14.5
0,0,0,0,0.2,0.2
0,0,0,0,0.3,0.3
0,0,0,0,41.1,41.2
0,0,0,0,0.3,0.3
0,0,0,0,0.8,0.8
0,0,0,0,7.1,7.1
0,0,0,0,15.9,15.9
0,0,0,0,16.4,16.4
0,0,0,0,6,6
0,0,0,0,7.9,7.9
0,0,0,0,19.8,19.8
0,0,0,0,33.5,33.5
0,0,0,0,59.6,59.6
0,0,0,0,30.2,30.2
0,0,0,0,4,4
0,0,0,0,0.1,0.1
0,0,0,0,1.3,1.3
0,0,0,0,0.3,0.3
0,0,0,0,1.1,1.1
0,0,0,0,0.7,0.7
0,0,0,0,65.6,65.6
0,0,0,0,0.3,0.3
0,0,0,0,27.3,27.3
0,0,0,0,8.4,8.4
0,0,0,0,16.8,16.8
0,0,0,0,0.3,0.3
0,0,0,0,35.7,35.7
0,0,0,0,0.2,0.2
0,0,0,0,1.2,1.2
0,0,0,0,0.2,0.2
0,0,0,0,2.6,2.6
0,0,0,0,0.4,0.4
0,0,0,0,8,8
0,0,0,0,4.9,4.9
0,0,0,0,11.4,11.4
0,0,0,0,1.7,1.7
0,0,0,0,4.7,4.7
0,0,0,0,2.2,2.2
0,0,0,0,6.8,6.8
0,0,0,0,8.6,8.6
0,0,0,0,20,20
0,0,0,0,0.5,0.5
0,0,0,0,8,8.1
0,0,0,0,17.3,17.3
0,0,0,0,23.6,23.6
0,0,0,0,3.7,3.7
0,0,0,0,2.2,2.2
0,0,0,0,11.8,11.8
0,0,0,0,3.9,3.9
0,0,0,0,2.4,2.4
0,0,0,0,,
0,0,0,0,46.8,46.8
0,0,0,0,0.5,0.5
0,0,0,0,26.9,26.9
0,0,0,0,0.5,0.5
0,0,0,0,31.1,31.1
0,0,0,0,1.4,1.4
0,0,0,0,43,43
0,0,0,0,70.9,70.9
0,0,0,0,0.1,0.2
0,0,0,0,13.5,13.5
0,0,0,0,13,13
0,0,0,0,23.4,23.5
0,0,0,0,8.8,8.8
0,0,0,0,11.4,11.4
0,0,0,0,60.2,60.2
0,0,0,0,0.2,0.3
0,0,0,0,0.5,0.5
0,0,0,0,4.7,4.7
0,0,0,0,4.1,4.1
0,0,0,0,6.7,6.7
0,0,0,0,0.3,0.3
0,0,0,0,94.7,94.7
0,0,0,0,3.3,3.4
0,0,0,0,35,35
0,0,0,0,6.3,6.3
0,0,0,0,0.2,0.2
0,0,0,0,32.2,32.2
0,0,0,0,64.4,64.4
0,0,0,0,0.2,0.3
0,0,0,0,11.7,11.7
0,0,0,0,0.2,0.2
0,0,0,0,1.3,1.3
0,0,0,0,16.8,16.8
0,0,0,0,92.6,92.6
0,0,0,0,41.2,41.2
0,0,0,0,47.6,47.6
0,0,0,0,8.1,8.1
0,0,0,0,1.7,1.7
0,0,0,0,20.4,20.4
0,0,0,0,7.3,7.3
0,0,0,0,3.1,3.1
0,0,0,0,3.1,3.2
0,0,0,0,7.7,7.7
0,0,0,0,12.4,12.4
0,0,0,0,3,3
0,0,0,0,3.6,3.6
0,0,0,0,13.6,13.6
0,0,0,0,4.9,4.9
0,0,0,0,33.4,33.4
0,0,0,0,6.7,6.7
0,0,0,0,0.3,0.3
0,0,0,0,2.4,2.4
0,0,0,0,0.1,0.2
0,0,0,0,9.3,9.3
0,0,0,0,0.2,0.2
0,0,0,0,3,3
0,0,0,0,1.4,1.4
0,0,0,0,18.2,18.2
0,0,0,0,9,9
0,0,0,0,7.7,7.8
0,0,0,0,0.2,0.2
0,0,0,0,17.1,17.1
0,0,0,0,1.5,1.5
0,0,0,0,13.7,13.7
0,0,0,0,0.5,0.5
0,0,0,0,7.8,7.8
0,0,0,0,7.8,7.8
0,0,0,0,2.8,2.8
0,0,0,0,0.1,0.1
0,0,0,0,0.8,0.8
0,0,0,0,0.4,0.5
0,0,0,0,0.3,0.4
0,0,0,0,6,6
