intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime
2,7.1,0,13.8,121.1,134.8
0.7,4.5,8.6,13.8,33.5,47.3
2.3,6.7,0,13.8,17.9,31.7
2.1,2,4.6,13.8,134.4,148.2
0.8,5.2,7.9,13.8,17.7,31.5
1,2.5,8.6,13.8,31.7,45.5
1.8,1.4,10.4,13.8,48.6,62.4
0,5.4,1.9,13.8,312.1,325.9
2.5,-0.2,10.3,13.8,58.8,72.7
0.7,8.8,3.9,13.8,32.2,46
3.4,0.2,9.3,13.8,15.6,29.4
0.9,3,8.7,13.8,5.2,19
3,5.1,5.4,13.8,52.1,65.9
1.2,1.2,11.3,13.8,21.2,35
3.8,9.8,0.1,13.8,479.1,492.9
1.5,0.4,0,13.8,29.4,43.2
0.8,8.7,2.7,13.8,35.3,49.1
1.7,1.8,9.3,13.8,23.7,37.5
1.4,1.3,8.8,13.8,85.7,99.5
3.1,2.5,8.2,13.8,68.6,82.3
2.1,-12.4,9.2,13.8,9.7,23.5
2.1,5.3,6.3,13.8,10.7,24.5
0.5,2.4,8.8,13.8,30.8,44.6
3.1,2.2,7.5,13.8,26,39.8
3,3.6,6,13.8,30.5,44.3
1.6,5.6,3.2,13.8,472.7,486.6
2.1,3.9,3.4,13.8,8.7,22.5
1.2,0.6,10.3,13.8,9.1,22.8
0,1.1,12.7,13.8,31,44.8
4.1,1.2,8.4,13.8,21.7,35.4
2.6,7.6,0.9,13.8,32.7,46.5
5,3.1,4.8,13.8,98.2,112
5.7,-1.1,7.5,13.7,10.1,23.8
0.6,-0.4,12.4,13.7,118.1,131.8
1.6,8.2,2.8,13.7,58,71.7
1.6,0.3,11.4,13.7,6.7,20.4
2.7,1,9.9,13.7,34.2,47.9
1.3,0.9,10.9,13.7,67.9,81.6
1.9,6,4.5,13.7,14.8,28.5
2.2,8.1,3.4,13.7,50,63.7
1.1,6.9,4,13.7,10.1,23.8
2.3,1.5,9.9,13.7,1.4,15.1
1,3.2,9.3,13.7,6.9,20.5
0,7,6.6,13.7,15.1,28.8
0.8,0.2,12.2,13.7,6.1,19.8
1.3,2.7,0,13.7,30.5,44.1
0.8,4.3,4.2,13.7,5.3,19
2.4,1.3,5.2,13.7,22.8,36.5
0,1.4,7.9,13.7,22.3,36
2.2,-0.3,10.6,13.7,24.3,37.9
0,2.4,10.7,13.7,174.3,188.1
0.8,4.1,6.9,13.7,25,38.6
0.9,0.7,9.7,13.7,91,104.7
1,6.9,4.9,13.7,27.1,40.8
1.4,9.6,2.1,13.7,16.8,30.5
0.7,4.3,8.6,13.7,129.7,143.4
2.5,-10.8,9.9,13.7,87.1,100.8
0.8,1.8,8.4,13.7,29.4,43.2
1,0.5,11.8,13.7,47.9,61.6
1.2,0.8,10.9,13.7,12.3,26
1.4,1.7,9.8,13.7,5.6,19.2
1.7,6.1,3.5,13.7,0.9,14.6
0.9,12,0,13.7,12.9,26.6
2.2,1.6,9.8,13.7,60.6,74.3
1.4,6.6,5.7,13.7,33.2,46.9
2.8,4.6,5.7,13.7,11.3,25.1
2.1,-0.6,11,13.7,20,33.7
1.5,1.1,7,13.7,55.1,68.8
3.7,3.2,6.9,13.7,318.1,331.9
0,1,12.6,13.7,30.3,44
0,9.7,3.7,13.7,19.3,33
0.6,4.9,8.2,13.7,10.5,24.2
2,-0.1,9.9,13.7,66.5,80.2
1.4,-0.5,11,13.7,46.9,60.6
0,8.4,5.2,13.7,9.4,23.1
1.6,4.8,7.2,13.7,29.7,43.4
1.6,2.8,9.3,13.7,29.9,43.5
1.2,1.1,11,13.7,9,22.7
6.4,1.6,4.9,13.7,22.5,36.2
2.1,2.2,8.7,13.7,10.8,24.6
3.2,5.3,4.2,13.7,26,39.6
1.3,7.9,4.1,13.7,35,48.6
2.8,2,8.5,13.7,127,140.7
1.4,1.3,8.2,13.7,7.1,20.8
2.9,8,2,13.7,6.1,19.8
3.9,4.7,2.6,13.7,26,39.7
2,3.8,8,13.7,35.5,49.2
0,6.9,6.7,13.7,94.3,107.9
2.4,4.8,6.5,13.7,13.6,27.3
3,7.8,3,13.7,33.5,47.2
1.3,0.2,6.5,13.7,103.4,117.1
1.3,8.3,3.2,13.7,26.8,40.4
0.6,0.1,11.3,13.7,21.7,35.3
2.6,7,4.1,13.7,11.1,24.8
2.3,0.9,10.1,13.7,122.8,136.5
3.9,0.3,4.1,13.7,143.3,157
0,1.7,7.1,13.7,28.8,42.5
0,5.9,0,13.7,25.7,39.4
1.2,6.1,0.2,13.7,32.1,45.8
1.8,5.2,5,13.7,64.7,78.5
2.5,-1,10.7,13.7,49.7,63.3
1.7,1.9,9.1,13.7,34.6,48.3
2.1,0.1,9.7,13.7,21.6,35.2
0.7,6.2,0.2,13.7,13.6,27.3
1.2,-3.5,4.3,13.7,36.9,50.6
1.2,6.1,5.8,13.7,44.1,57.8
1.3,-2.6,11.4,13.7,61,74.7
2.5,0,8.3,13.7,141.2,154.8
1.9,0.1,6.9,13.7,8.6,22.3
0.4,,5,13.7,6.5,20.2
1.3,10.1,2.2,13.7,2.7,16.4
2.2,8.4,2.9,13.7,24.2,37.8
0.6,0.4,12.6,13.7,13.3,27
0,3.6,10.1,13.7,35.9,49.6
2.4,0.8,9.8,13.7,17.2,30.9
1.8,-0.3,8.6,13.7,44.5,58.2
3.7,3.1,5.5,13.6,35.8,49.4
1.6,1.5,6.7,13.6,138.6,152.2
0,2.8,10.5,13.6,7.9,21.5
3.7,2.1,6,13.6,30.8,44.4
1.6,2.6,5.5,13.6,15.4,28.9
0,2.1,7.5,13.6,98.5,112.1
0,8.9,4.3,13.6,25.9,39.5
1.5,1.5,9.9,13.6,21.7,35.3
0.9,0.1,11.8,13.6,2.7,16.3
1,4.9,6.7,13.6,59.7,73.3
0,2.7,7.1,13.6,102.9,116.5
1.5,5.3,4.4,13.6,12.3,25.9
3.5,-5.9,6.7,13.6,16.5,30.1
1.7,0.3,9.6,13.6,21.7,35.3
0.8,-8.9,5.8,13.6,18.1,31.7
1.2,6.8,5.2,13.6,232.8,246.4
2.5,5.3,3.9,13.6,31.1,44.7
2.6,1.5,3.9,13.6,35.6,49.2
0,0,13.6,13.6,25.3,39
1.9,0.4,10.6,13.6,35.1,48.7
1.2,-2.1,11.3,13.6,23.5,37.1
0.5,2.8,9.9,13.6,15.9,29.5
2,3.5,0.1,13.6,56.8,70.4
1.5,7.2,4.8,13.6,121.7,135.3
1.4,1.4,10.2,13.6,10.2,23.8
2.1,0.6,10.7,13.6,34.2,47.8
2.2,0.2,10.8,13.6,14.5,28.1
0.9,0.7,0,13.6,34.6,48.2
1.2,7.5,4.4,13.6,19.2,32.7
1.2,11.2,0,13.6,69.9,83.4
1,-3.2,10.7,13.6,5.6,19.2
0.9,-6.2,10.4,13.6,256.4,270
1,1.2,10.2,13.6,26,39.6
0.8,4.3,8.1,13.6,18.1,31.7
1.6,-1,7.5,13.6,32.2,45.8
2.7,-1.1,8.9,13.6,94.5,108.1
0,3.1,8.9,13.6,120.1,133.7
2.8,1.9,6.6,13.6,61.9,75.4
1.7,0.8,9.6,13.6,33.6,47.2
1.8,2.2,5.6,13.6,2.9,16.5
1.6,2.3,8.6,13.6,26.1,39.6
1.1,2.4,8.1,13.6,43.8,57.4
0.9,2.6,10,13.6,9,22.6
0.9,6.3,6.2,13.6,36.7,50.3
2.6,4.5,6.5,13.6,13.4,27
2.5,2,8.4,13.6,151.9,165.5
2.7,2.2,7.7,13.6,44.5,58
1.4,11.4,0.8,13.6,6.4,20
0.9,9.4,0,13.6,23.9,37.5
1,1.7,8.7,13.6,15.5,29.1
1,2.2,9.9,13.6,7.3,20.9
1,3.4,0,13.6,2.8,16.4
0.5,4.1,6.8,13.6,15.1,28.7
1.3,1.2,11.1,13.6,32.7,46.3
3.3,0.2,9.7,13.6,29.8,43.4
1.1,3.4,8.5,13.6,6,19.5
2.1,3.2,8,13.6,11.8,25.4
0.5,4.4,8.3,13.6,35.2,48.8
2.4,0.9,8.7,13.6,45.9,59.5
1.1,-2.6,11.4,13.6,45.1,58.7
1.7,-1.1,4.4,13.6,280.5,294.2
1.1,3.9,6.7,13.6,9.6,23.2
1.2,5.8,6.1,13.6,21.6,35.1
0.4,5.4,7.2,13.6,5,18.5
0,0.6,11.4,13.6,165.9,179.6
3.4,0.6,8.7,13.6,39.3,52.9
2.4,-0.5,10.6,13.6,48.9,62.6
1.3,0.7,10.7,13.6,21.2,34.8
2.4,1.7,0,13.6,328,341.7
1.2,-0.6,11.9,13.6,12.7,26.2
0.9,5.1,0,13.6,99.2,112.9
1.4,1.8,8.7,13.6,1.7,15.3
1.5,6.8,4.1,13.6,13,26.6
2.4,-1,10.1,13.6,31.6,45.1
0.6,1.8,7.3,13.6,27.5,41.1
3.2,1.6,1.7,13.6,0.9,14.5
2.4,2.3,8.9,13.6,23.8,37.4
2,-3.2,10.6,13.6,10.2,23.8
1.1,7.7,4.8,13.6,129.2,142.8
1.4,3.5,4.5,13.6,10.9,24.5
1.3,4.8,7.3,13.6,51.3,64.9
0.5,2.7,9.1,13.6,7.2,20.8
1.3,11.2,1.1,13.5,23,36.6
1.4,6.7,3.9,13.5,83.9,97.4
0.4,0.4,11.6,13.5,129.4,142.9
0,11.4,2.1,13.5,33,46.5
2.2,4.7,6.6,13.5,5.1,18.6
1.5,3,8.4,13.5,30.9,44.3
0.8,5.7,6.7,13.5,19.9,33.3
1.1,4.3,7.8,13.5,95.9,109.4
2.1,-0.6,8.9,13.5,1.7,15.2
1.4,-1.5,11,13.5,196.2,209.7
0.5,6.2,6,13.5,20.5,34.1
3.1,0.9,0,13.5,59.1,72.5
0.7,5.6,6.5,13.5,22.4,35.9
4.7,6.1,1.7,13.5,27.9,41.4
0.9,3.8,8.7,13.5,46.9,60.4
1.1,10.1,0,13.5,13,26.4
1,-11.9,5,13.5,38.3,51.8
2.6,3.6,7.3,13.5,18.8,32.3
1.4,5.5,2,13.5,185,198.5
2,0.6,10.8,13.5,16.2,29.7
1.5,1.3,10.2,13.5,13.9,27.3
1.9,1.9,9.2,13.5,78.2,91.7
1.5,7,4.4,13.5,5.4,18.8
4.8,3,2.1,13.5,32.5,45.9
0,5.5,8,13.5,46.3,59.8
1.6,2.6,0,13.5,94,107.5
1.4,5.3,6.8,13.5,19,32.4
2.1,1.5,9.3,13.5,18.1,31.5
0.9,6.6,6,13.5,53.5,67
1.4,5.2,6.2,13.5,9,22.5
0.9,5.2,7.5,13.5,5.8,19.3
1.9,3.7,7.3,13.5,41.7,55.2
2.2,3.6,7.6,13.5,16.7,30.1
2.2,0.4,2.6,13.5,28.1,41.5
1.3,2.3,8.2,13.5,31.1,44.6
1.5,9,1.8,13.5,29.3,42.8
1.7,8.7,2.9,13.5,38.3,51.8
1.8,3.4,5.6,13.5,107,120.5
3,-1.4,9.6,13.5,34.9,48.5
0.7,0.3,11.7,13.5,0.4,13.9
1,5.5,6.3,13.5,130.8,144.2
0.8,1.7,11,13.5,19.9,33.4
0.6,2.5,9.8,13.5,6.4,19.8
0.8,2.6,8.5,13.5,19.7,33.2
1.4,5.7,6.3,13.5,30.1,43.5
3.1,6.4,3.9,13.5,5.3,18.9
2.1,1,0,13.5,77.7,91.2
1.1,3.2,6.6,13.5,5.8,19.3
0,2.9,10.6,13.5,28.9,42.5
2.1,-2.8,9.8,13.5,24.7,38.2
3.1,1.9,8.3,13.5,30.8,44.3
0.9,0.7,0,13.5,33.2,46.7
0.9,0.7,7.2,13.5,47.2,60.7
2.1,-2,9.5,13.5,25.2,38.7
1.5,-1,10.7,13.5,43.7,57.1
2.1,11.4,0,13.5,231.6,245.1
2.7,5.1,5.7,13.5,48.3,61.8
1.3,-7.8,3.3,13.5,63.7,77.2
5.1,2.2,5.9,13.5,37.6,51.1
2.2,5.9,5.2,13.5,259.9,273.4
3.9,1.9,3.8,13.5,85.8,99.3
0.9,0.3,10.2,13.5,7.2,20.6
1.6,0.6,7.4,13.5,18.7,32.2
1.4,-1,5.1,13.5,19.5,33
0.6,0.2,9.1,13.5,18.7,32.2
0.6,10.1,2.8,13.5,35.9,49.4
1.4,2.2,3.8,13.5,4,17.5
0.4,,9.6,13.5,6.3,19.9
1.1,-1.6,11.3,13.5,92.2,105.7
1.9,3.8,6.4,13.5,26,39.6
1.6,7.5,3.3,13.5,48,61.6
2.2,2,8.7,13.5,70,83.6
0.9,-0.1,11.8,13.5,92.2,105.6
1.6,5.8,4.3,13.5,48.7,62.2
1.7,11.5,0.3,13.5,1.9,15.4
2.5,5.2,4.5,13.4,139.1,152.5
0.7,0.7,0,13.4,7.9,21.3
1.8,0.3,9.5,13.4,10.4,23.8
2.3,-0.1,10.7,13.4,15.4,28.7
3.5,3.9,3.5,13.4,144.2,157.6
0.7,6.7,5.8,13.4,37.7,51.1
1.2,0.8,9.5,13.4,45.2,58.6
3.2,6.1,3.9,13.4,16.6,29.9
4.9,0.6,0,13.4,3.7,17
3.2,2.5,6.4,13.4,33,46.4
1.1,0.8,9.3,13.4,82.3,95.7
1.7,5.9,5.4,13.4,10.6,24
1.6,0.9,7.8,13.4,34.3,47.6
1.9,1,10.2,13.4,73.4,86.8
0,2.6,9.3,13.4,30.8,44.3
1.1,-5.1,0,13.4,25.6,39
0,5.6,7.8,13.4,21.8,35.2
1.7,1.3,10.1,13.4,3.8,17.2
1.7,0.7,10.7,13.4,28,41.4
1.2,1.2,10,13.4,174.2,187.6
1.6,5.7,5.2,13.4,5.6,19
1.6,0.2,11.1,13.4,20.4,33.8
0.5,3.2,7,13.4,7.2,20.6
0.9,5.5,5.1,13.4,15.1,28.5
1.2,5.1,5.1,13.4,4.5,17.8
0.3,-0.9,10.2,13.4,42.8,56.2
2.5,1.5,8.9,13.4,80.6,94
1.1,2.7,9.4,13.4,10,23.4
0.9,2.3,9.8,13.4,88.6,102
1.5,5.8,3.4,13.4,12.5,25.9
1.1,5.1,0,13.4,5.6,19
1.7,-1.4,10.5,13.4,41,54.5
1.2,-1.3,9,13.4,37.9,51.3
0,7.5,5.8,13.4,129.4,142.8
0.4,-1.9,12.5,13.4,57.1,70.6
0.7,6.7,0,13.4,33.7,47.1
1.8,2.4,9.1,13.4,30.7,44.1
2.3,0.7,10.2,13.4,20.2,33.6
2.9,1.5,4.8,13.4,41.6,54.9
1.5,0.9,10.9,13.4,1,14.4
1.5,0.5,4.7,13.4,4.9,18.3
0.4,0.3,4.9,13.4,23,36.3
0.8,0.8,7.9,13.4,22.5,35.9
1.3,-1.2,10,13.4,46.7,60.1
0.5,10.9,1.9,13.4,4.3,17.7
0,6,6.2,13.4,111.7,125.1
0,0.9,4.7,13.4,262.4,275.8
1.3,4.9,5.4,13.4,16.3,29.7
1,7.9,3.8,13.4,10.5,23.9
1.9,5.8,4.9,13.4,8.8,22.2
1.4,2.9,6,13.4,15.4,28.8
3.2,2,7,13.4,115.6,129
0.9,3,8.9,13.4,21.8,35.2
1.8,0.6,10.9,13.4,40.3,53.7
0.8,1.3,10.2,13.4,32.6,46
1.7,6,4.9,13.4,28,41.4
3,5,5.2,13.4,11.3,24.7
3.1,2.6,7.7,13.4,11.1,24.5
2.5,3.3,6.5,13.4,4,17.4
0.5,7,5.5,13.4,132,145.5
1.1,5.9,6.2,13.4,58,71.4
0.9,0.6,11.7,13.4,15.9,29.4
1.4,0.3,10.5,13.4,37.9,51.3
1.9,2.1,9.2,13.4,108,121.4
3.5,3.6,5.8,13.4,11.4,24.8
2.2,-1.1,9.4,13.4,12.8,26.3
1.8,8.1,3.2,13.4,143.3,156.7
7.5,2.7,2.9,13.4,4.8,18.2
2.4,8.3,2.5,13.4,24.6,37.9
0.9,2.3,9.8,13.3,13.8,27.1
1,2.2,7.1,13.3,11.1,24.4
0.7,1.2,11.5,13.3,130.9,144.3
0,0,13.3,13.3,31.7,45
1.9,0.7,6.6,13.3,17.9,31.3
1.5,1,10.7,13.3,64,77.2
1,1,0,13.3,32.7,46
1.2,0,9.6,13.3,94.9,108.2
0.9,11.5,0,13.3,102.5,115.8
2.1,3.1,6.6,13.3,25.3,38.6
1,2.8,9.4,13.3,10,23.2
3.7,3.1,5.5,13.3,6.6,19.9
0.6,7.5,0,13.3,36.3,49.6
1.1,7.4,4.1,13.3,18.3,31.6
1.2,4.8,5.8,13.3,30.7,44
2.7,1.1,9.5,13.3,29.5,42.8
1.5,2.1,8.6,13.3,35.5,48.8
1.9,6.5,4.9,13.3,40.4,53.7
1.2,9.9,1.8,13.3,12.4,25.7
0,7.2,4.1,13.3,2.8,16.1
1.4,0.5,10.5,13.3,56.4,69.7
2.6,0,9.3,13.3,31.4,44.6
2.4,3.8,4.6,13.3,13.7,27
1.3,4.4,6.7,13.3,20,33.3
0.3,1,4.4,13.3,34.4,47.7
1.3,-1.2,11,13.3,32,45.3
1.3,3.7,6.3,13.3,27.9,41.2
1.8,3.9,7.5,13.3,2.9,16.2
0.6,2.6,9.2,13.3,3.4,16.6
0,0,13.3,13.3,27.5,40.7
1.3,10.4,1.2,13.3,55.9,69.2
0.9,1.2,9.9,13.3,50.4,63.7
2.9,6.3,4,13.3,25.3,38.6
0.7,-3.6,3.9,13.3,180.8,194
1.1,1.1,3.5,13.3,5.8,19
0.9,0.4,11.5,13.3,15.1,28.3
3.7,0.7,1.9,13.3,3.8,17
6.7,-2.3,6,13.3,162.7,176
0.7,0.3,8.3,13.3,13.6,26.8
1.2,3.5,8.5,13.3,23.5,36.8
2.5,0.5,8.8,13.3,106.3,119.7
1.1,1.5,9.4,13.3,34.4,47.6
0.3,5.3,5.9,13.3,24,37.3
3.3,-0.8,6.1,13.3,13.1,26.3
1.1,8.3,3,13.3,18.8,32.1
1.9,2.9,0,13.3,22.6,35.9
1.8,3.5,6.9,13.3,38.1,51.4
1,2,5.5,13.3,30.6,43.9
0.8,4.2,7.5,13.3,24.8,38.1
0.9,2,7.6,13.3,165.9,179.1
1.6,0.2,9,13.3,3.7,17
0.7,4.2,6.7,13.3,50,63.3
2.2,-1.2,10,13.3,2.5,15.8
0.5,-0.9,10.7,13.3,4.3,17.5
3.1,0.4,9.4,13.3,118.9,132.1
5.2,0.8,6.8,13.3,72.2,85.5
2,3.3,1.6,13.3,18.7,32.1
1,2.1,0,13.3,145.3,158.6
1.2,1.2,5.4,13.3,38.2,51.5
4.5,1.2,7.4,13.3,31.1,44.4
2,5.8,5.6,13.3,6.8,20.2
2.6,3.8,6.5,13.3,64.6,77.8
5.7,0.8,6.5,13.3,19.5,32.8
3,0.5,7.8,13.3,27.4,40.7
4,2.5,4.4,13.3,9,22.4
1.7,4.4,6.9,13.3,19.2,32.5
1.8,4.4,5.1,13.3,138.8,152
1.2,2.3,8,13.3,30.6,43.9
0,6.8,6.5,13.3,26.3,39.6
1,4.2,8,13.3,35.1,48.4
2.2,8.6,1.5,13.3,7.6,20.9
0.7,4.4,7.2,13.3,16.8,30.1
2.6,7,1,13.3,23.6,37
4.6,0.9,7.8,13.3,,
3.9,1.3,7,13.3,56.2,69.5
1.9,7.9,2.5,13.3,34.1,47.5
1.3,-0.6,11.4,13.3,37.6,50.9
0.4,7.5,3.6,13.3,25.7,39
2.7,1.4,8.1,13.3,29.8,43.1
0.9,0.9,2.4,13.3,5,18.3
1.6,0.7,5.8,13.3,32.6,45.9
4.1,-0.9,7.2,13.2,29.4,42.6
0.3,9,3.9,13.2,3,16.2
0.6,3.8,7.9,13.2,89.8,103
1.3,5.8,1.2,13.2,79.2,92.4
0.5,2.8,7.4,13.2,96.3,109.5
1.9,11.2,0,13.2,15.1,28.3
0.7,-17.8,12.1,13.2,69.8,83
1.5,6,5.4,13.2,2.3,15.5
2.1,-0.8,10.5,13.2,87.5,100.7
1.8,6.5,2.9,13.2,13.1,26.4
2.2,3.8,6.5,13.2,51.1,64.3
1.5,3.3,0.9,13.2,32.1,45.3
1.7,-3.1,10.5,13.2,11.3,24.5
4.8,,8.3,13.2,46.4,59.5
2.3,-1.9,7.9,13.2,76.7,89.9
1.2,1.7,10,13.2,36,49.2
1.1,7.7,4,13.2,15.7,29
1.3,6.4,5.5,13.2,5.4,18.6
3.2,8.2,0.9,13.2,29.9,43.1
0,3,10.2,13.2,128.4,141.5
1.1,7.6,4,13.2,25.4,38.6
0.7,8.9,3,13.2,35.7,48.9
0.8,-0.9,0,13.2,40.3,53.5
4.1,1.4,7.7,13.2,6.4,19.6
2.7,0.4,8.7,13.2,23.9,37
1.1,-2.5,10.9,13.2,13.5,26.8
2.3,0.4,6.9,13.2,11.2,24.4
0.7,-0.2,11.4,13.2,39.3,52.5
0.6,4.8,7.3,13.2,52.8,66
0,8.4,4.8,13.2,19.5,32.7
0.9,0,9.1,13.2,58.7,71.9
3,2.6,5.1,13.2,54.6,67.7
0.6,-6.9,12.2,13.2,73.9,87.1
0.8,1,10.9,13.2,7.6,20.8
2.6,5.9,4.4,13.2,2.6,15.8
0.9,4.5,4,13.2,127.4,140.6
2.3,1.3,9.5,13.2,49.4,62.6
1.8,-6,8.6,13.2,51.9,65.1
0.6,5.3,6.6,13.2,11.3,24.6
1.3,6.3,5.5,13.2,20.4,33.6
1.6,-0.5,9.9,13.2,32.7,45.9
2.1,4.6,6.4,13.2,25.3,38.5
2.2,0.7,8.8,13.2,25.9,39.1
1.9,1.2,5.6,13.2,7.4,20.6
0.5,1.5,8.1,13.2,16.1,29.3
2.8,0.3,9.8,13.2,221.4,234.6
0,8.7,4.4,13.2,46.5,59.6
1.4,4.5,3,13.2,23,36.2
1.8,0.8,8.6,13.2,16,29.2
1.4,6.4,0.7,13.2,2.6,15.7
1.5,1.9,8.7,13.2,32.3,45.5
0,9,4.2,13.2,92.6,105.8
0.7,0.1,11.5,13.2,44.8,58
0.7,4.4,8.1,13.2,7.7,20.8
3.8,0.7,8.5,13.2,43.2,56.4
0.9,1.6,10.5,13.2,30.3,43.5
1.6,0.9,2.5,13.2,9.3,22.4
1.7,0.3,10,13.2,47.3,60.5
1.1,-2.1,9.1,13.2,7.4,20.6
1.8,9.4,1.6,13.2,13.7,26.9
0.9,1.1,7.8,13.2,34.7,48
0.7,4.1,5.9,13.2,148.4,161.5
0,0.6,12.6,13.2,21.4,34.6
1.6,11.5,0,13.2,35.3,48.5
1.4,0.8,0,13.2,5.5,18.7
2.2,3.3,7.5,13.2,12.2,25.4
2.1,5,4.1,13.2,166.2,179.4
1.9,2.3,7.4,13.2,11.3,24.5
1.8,6.4,2.9,13.2,11,24.2
0.5,1.4,9.7,13.2,106,119.2
1.8,1.9,9,13.2,12.1,25.3
1.6,1.1,8.5,13.2,159.4,172.6
1.1,7,5,13.2,6.8,19.9
2,-1.9,7.8,13.2,68.6,81.9
2.2,1.9,8.6,13.2,30.7,43.9
0,4.3,8.8,13.2,,
3.4,7.1,2.7,13.2,67.3,80.5
2,-1.1,10.2,13.2,24.2,37.3
5.2,1.3,5.6,13.2,55,68.2
1.9,6.2,4.9,13.2,32.7,45.9
1.2,0.6,9.2,13.2,11.9,25.2
0.6,0.8,11.4,13.2,4.7,17.8
2.5,9.4,0,13.2,0.4,13.7
0.9,0.8,4.7,13.1,25.6,38.7
2,5.5,5.6,13.1,27.9,41
2,3.8,7.3,13.1,9.1,22.3
1.3,1.1,7.1,13.1,31.2,44.3
1.3,0.9,10.9,13.1,22.4,35.5
0.9,0.3,11.6,13.1,12.4,25.5
1.4,1.4,6.5,13.1,21.8,35
2.1,5.9,5.1,13.1,30.8,43.9
0,1.2,11.9,13.1,9,22.2
0.5,7.1,4.1,13.1,14.4,27.6
1.6,1.4,9.4,13.1,42.2,55.4
1.8,2.7,7.8,13.1,25.8,38.9
1.6,-1.5,8.7,13.1,183,196.1
0.6,7.2,0.6,13.1,6,19.1
1.8,0.6,10.5,13.1,11.7,24.8
1.5,7,3.4,13.1,31.3,44.5
1.5,1.2,10.2,13.1,34.6,47.6
1,6.6,2.9,13.1,47,60.1
0.4,4.3,8.4,13.1,0.8,13.9
0.7,7,4.8,13.1,14.1,27.2
0.6,1.6,10.4,13.1,47.2,60.4
1.3,6.7,4.1,13.1,7.1,20.2
1.3,-0.1,9.9,13.1,34.2,47.3
1.4,0.7,10.8,13.1,30.6,43.7
1.6,1.9,8.7,13.1,8,21.1
1.9,4.3,3.7,13.1,43.5,56.7
0.8,1.8,7.5,13.1,54.9,68
1,0.5,11.3,13.1,8.1,21.1
0,8.3,4.6,13.1,90,103.1
1.8,-2,10.3,13.1,27.5,40.6
1.2,3.7,8.3,13.1,2.4,15.5
1.3,2.2,5.8,13.1,3.4,16.5
1.2,3.1,6.7,13.1,55.5,68.6
0.8,11.8,0,13.1,20,33.2
0.8,-1.8,10.1,13.1,107.7,120.8
0.7,8.2,1.2,13.1,26.6,39.7
4.1,1.1,7.6,13.1,80.5,93.6
0.8,-4.3,4.7,13.1,23.9,37
1.7,4.9,6.1,13.1,9.4,22.4
1.3,1.1,9,13.1,9.3,22.5
0.8,0.7,11.1,13.1,14.9,28
1.5,2.5,6.7,13.1,15.8,28.8
1,-9.2,5.5,13.1,6.6,19.7
2,2.2,8,13.1,6.2,19.3
2.4,3,6,13.1,10.4,23.4
8.1,1.9,3.1,13.1,22.9,36
1.8,1.6,5.6,13.1,24.4,37.6
0.9,1.6,8.2,13.1,27.9,41
0,0,13.1,13.1,11.8,24.9
4.2,3.1,5.8,13.1,17.1,30.2
0.9,-5.2,10.8,13.1,14.9,28
0.4,1.9,0.1,13.1,23.6,36.6
4.7,1.2,6.9,13.1,28.3,41.5
0,5.4,7.6,13.1,75.8,88.9
0.8,1.6,8.9,13.1,207.1,220.1
1.5,1,0,13.1,58.1,71.1
0.6,11.1,0.1,13.1,10.7,23.9
1.6,0.6,10.7,13.1,145.7,158.8
1.6,3,7.2,13.1,18.2,31.3
0.8,5.1,6.4,13.1,22.1,35.2
4.9,-0.3,7.8,13.1,73.8,86.9
3.5,1.5,8,13.1,42.2,55.3
1.6,5.7,5.7,13.1,26.8,39.8
0.9,2.4,8.3,13.1,40,53.1
3,7.9,1.8,13.1,8.3,21.4
1.9,0.4,10,13.1,36.6,49.8
2.3,-1.3,9.6,13.1,23.2,36.4
0.8,6.6,4.6,13.1,11.8,24.9
1.2,2.3,8.2,13.1,12.6,25.8
1.4,3.7,4.8,13.1,22.3,35.5
1.7,0.7,10.7,13.1,11.4,24.4
2.3,-0.1,8.4,13.1,206.7,219.8
0.9,2.9,8.7,13.1,0.3,13.4
1,3.8,5.5,13.1,20.5,33.6
2.9,4.6,2.8,13.1,21.5,34.6
3,2,7.3,13.1,33.3,46.4
1.1,2,10,13.1,22.6,35.8
0,4.4,8.7,13.1,40.8,53.9
0.8,3.7,6.5,13.1,23.1,36.2
1.1,6.6,5.4,13.1,19.7,32.8
0.9,1,10.9,13.1,3,16.1
1.8,5.2,6,13.1,39,52.1
1.7,-0.1,10.7,13.1,26.2,39.3
2.4,0.8,9.7,13.1,15.1,28.2
0,5.7,7.4,13.1,42.5,55.6
1.2,0.8,10.7,13.1,4.2,17.4
0.8,5.3,4.6,13.1,17.2,30.3
1.2,1.6,10.3,13.1,32.6,45.7
3.8,1,3.6,13.1,77.9,91
0.9,2.1,7.9,13.1,9.7,22.8
1.5,4.6,6.4,13,40,53
6.1,-1.1,4.6,13,25.5,38.5
1.2,6.4,4.6,13,21.6,34.6
1.6,6,3,13,58.8,71.7
1.5,4.3,7,13,13.8,26.7
1.3,4.8,6,13,31.2,44.2
2.9,-0.4,9.2,13,82.6,95.6
0.6,8.1,2.5,13,7.2,20.3
5.6,-2.3,5.6,13,101.1,114.2
2.7,4.5,5.7,13,43.9,56.9
1.4,8.2,2.7,13,4.1,17
1.8,1.3,9.7,13,12.1,25.2
2.3,4.6,4,13,17.4,30.4
0.5,7.4,5,13,133.4,146.4
1.1,5.3,4.7,13,6.5,19.5
